subject,pred,gold,correct
medical_genetics,A,A,1
medical_genetics,D,D,1
medical_genetics,A,A,1
medical_genetics,A,A,1
medical_genetics,A,A,1
medical_genetics,D,B,0
medical_genetics,C,C,1
medical_genetics,B,B,1
medical_genetics,D,D,1
medical_genetics,A,A,1
medical_genetics,B,C,0
medical_genetics,D,D,1
medical_genetics,B,B,1
medical_genetics,D,B,0
medical_genetics,A,A,1
medical_genetics,A,A,1
medical_genetics,B,B,1
medical_genetics,D,D,1
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,A,C,0
medical_genetics,C,C,1
medical_genetics,D,D,1
medical_genetics,C,C,1
medical_genetics,C,A,0
medical_genetics,C,C,1
medical_genetics,D,D,1
medical_genetics,B,C,0
medical_genetics,A,D,0
medical_genetics,D,D,1
medical_genetics,C,C,1
medical_genetics,D,D,1
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,A,B,0
medical_genetics,B,B,1
medical_genetics,D,D,1
medical_genetics,D,A,0
medical_genetics,D,B,0
medical_genetics,A,A,1
medical_genetics,D,D,1
medical_genetics,B,C,0
medical_genetics,C,C,1
medical_genetics,D,A,0
medical_genetics,A,A,1
medical_genetics,A,B,0
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,C,D,0
medical_genetics,B,B,1
medical_genetics,D,D,1
medical_genetics,A,A,1
medical_genetics,C,C,1
medical_genetics,C,B,0
medical_genetics,B,B,1
medical_genetics,C,C,1
medical_genetics,A,C,0
medical_genetics,A,A,1
medical_genetics,A,A,1
medical_genetics,D,B,0
medical_genetics,D,D,1
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,C,C,1
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,B,B,1
medical_genetics,D,D,1
medical_genetics,C,C,1
medical_genetics,B,B,1
medical_genetics,B,B,1
medical_genetics,B,B,1
medical_genetics,A,A,1
medical_genetics,B,B,1
medical_genetics,A,D,0
medical_genetics,C,C,1
medical_genetics,D,D,1
medical_genetics,A,A,1
medical_genetics,A,D,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,A,B,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,C,D,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,D,0
miscellaneous,A,A,1
miscellaneous,A,D,0
miscellaneous,D,C,0
miscellaneous,A,C,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,D,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,C,0
miscellaneous,C,D,0
miscellaneous,B,C,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,C,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,D,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,D,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,A,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,D,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,B,0
miscellaneous,A,D,0
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,C,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,C,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,D,A,0
miscellaneous,D,B,0
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,C,0
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,A,0
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,A,A,1
miscellaneous,D,B,0
miscellaneous,C,D,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,B,C,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,A,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,A,0
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,B,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,C,0
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,D,A,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,D,0
miscellaneous,D,C,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,A,D,0
miscellaneous,A,A,1
miscellaneous,A,B,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,D,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,A,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,A,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,A,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,C,0
miscellaneous,A,B,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,B,0
miscellaneous,D,A,0
miscellaneous,D,C,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,C,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,D,C,0
miscellaneous,B,D,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,A,C,0
miscellaneous,D,D,1
miscellaneous,D,B,0
miscellaneous,A,B,0
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,C,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,D,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,C,0
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,D,C,0
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,C,B,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,C,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,C,0
miscellaneous,D,A,0
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,B,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,A,0
miscellaneous,C,A,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,C,0
miscellaneous,C,C,1
miscellaneous,C,B,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,D,0
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,C,0
miscellaneous,B,B,1
miscellaneous,B,A,0
miscellaneous,B,B,1
miscellaneous,B,D,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,B,0
miscellaneous,B,C,0
miscellaneous,D,B,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,C,A,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,A,0
miscellaneous,B,C,0
miscellaneous,A,A,1
miscellaneous,B,D,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,D,A,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,A,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,A,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,C,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,B,0
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,A,D,0
miscellaneous,A,D,0
miscellaneous,B,B,1
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,B,0
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,B,0
miscellaneous,A,B,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,A,0
miscellaneous,D,D,1
miscellaneous,C,A,0
miscellaneous,A,C,0
miscellaneous,D,A,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,A,A,1
miscellaneous,D,B,0
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,A,B,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,B,0
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,D,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,C,D,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,B,0
miscellaneous,C,D,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,D,B,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,D,B,0
miscellaneous,D,D,1
miscellaneous,C,B,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,C,0
miscellaneous,B,B,1
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,B,A,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,N/A,A,0
miscellaneous,A,A,1
miscellaneous,C,D,0
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,A,D,0
miscellaneous,C,C,1
miscellaneous,D,B,0
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,D,0
miscellaneous,D,D,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,D,C,0
miscellaneous,B,D,0
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,B,B,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,B,0
miscellaneous,D,D,1
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,D,D,1
miscellaneous,B,A,0
miscellaneous,B,B,1
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,B,D,0
miscellaneous,D,D,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,C,D,0
miscellaneous,D,D,1
miscellaneous,A,A,1
miscellaneous,B,C,0
miscellaneous,A,C,0
miscellaneous,B,B,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,C,C,1
miscellaneous,A,A,1
miscellaneous,B,D,0
miscellaneous,A,A,1
miscellaneous,A,C,0
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,D,D,1
miscellaneous,B,A,0
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,A,A,1
miscellaneous,C,C,1
miscellaneous,B,B,1
miscellaneous,A,D,0
miscellaneous,A,A,1
miscellaneous,D,D,1
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,D,A,0
moral_disputes,C,C,1
moral_disputes,C,B,0
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,D,B,0
moral_disputes,B,D,0
moral_disputes,D,D,1
moral_disputes,B,D,0
moral_disputes,B,B,1
moral_disputes,B,B,1
moral_disputes,C,D,0
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,D,A,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,B,B,1
moral_disputes,D,D,1
moral_disputes,A,C,0
moral_disputes,C,B,0
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,A,C,0
moral_disputes,D,D,1
moral_disputes,C,A,0
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,B,C,0
moral_disputes,C,B,0
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,B,A,0
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,D,B,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,A,B,0
moral_disputes,A,A,1
moral_disputes,D,B,0
moral_disputes,B,A,0
moral_disputes,D,D,1
moral_disputes,A,D,0
moral_disputes,A,C,0
moral_disputes,A,D,0
moral_disputes,B,C,0
moral_disputes,A,C,0
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,A,A,1
moral_disputes,A,B,0
moral_disputes,D,D,1
moral_disputes,D,B,0
moral_disputes,A,B,0
moral_disputes,B,B,1
moral_disputes,A,D,0
moral_disputes,B,D,0
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,A,B,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,B,B,1
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,D,C,0
moral_disputes,D,D,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,B,A,0
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,D,B,0
moral_disputes,B,B,1
moral_disputes,C,A,0
moral_disputes,B,A,0
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,A,B,0
moral_disputes,A,C,0
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,A,B,0
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,C,C,1
moral_disputes,D,C,0
moral_disputes,D,C,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,C,B,0
moral_disputes,D,B,0
moral_disputes,D,C,0
moral_disputes,A,C,0
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,B,B,1
moral_disputes,B,A,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,A,B,0
moral_disputes,D,B,0
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,D,B,0
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,A,B,0
moral_disputes,D,D,1
moral_disputes,A,B,0
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,D,C,0
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,A,D,0
moral_disputes,D,D,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,D,C,0
moral_disputes,B,C,0
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,B,C,0
moral_disputes,B,B,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,B,A,0
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,A,A,1
moral_disputes,A,A,1
moral_disputes,D,A,0
moral_disputes,C,C,1
moral_disputes,C,D,0
moral_disputes,B,B,1
moral_disputes,B,A,0
moral_disputes,D,C,0
moral_disputes,D,A,0
moral_disputes,A,A,1
moral_disputes,D,A,0
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,D,C,0
moral_disputes,D,B,0
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,B,B,1
moral_disputes,D,D,1
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,C,C,1
moral_disputes,D,D,1
moral_disputes,C,D,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,C,C,1
moral_disputes,B,B,1
moral_disputes,D,B,0
moral_disputes,D,D,1
moral_disputes,A,D,0
moral_disputes,A,A,1
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,D,C,0
moral_disputes,C,C,1
moral_disputes,C,C,1
moral_disputes,A,A,1
moral_disputes,D,D,1
moral_disputes,A,C,0
moral_disputes,A,C,0
moral_disputes,A,A,1
moral_disputes,B,B,1
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,D,D,1
moral_disputes,A,C,0
